question,model,runs,ok_runs,avg_time_sec,min_time_sec,max_time_sec,avg_tps,avg_distinct_2,avg_len_words,example_1,example_2,example_3
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,tinyllama,2,2,8.402,5.813,10.991,16.17,1.0,13.0,Le modèle Offre le meilleur compromis de précision et de vitessé dans l'inférence.,Le modèle Offre un meilleur compromis de précision et de vitesse dans l'inférence.,Le modèle Offre une meilleure combinaison de précision et de vitésse dans l'inférence.
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,qwen2.5:3b-instruct-q4_K_M,2,2,16.926,10.667,23.185,7.25,1.0,15.17,Quelle est la meilleure combinaison entre précision et temps de calcul pour un modèle ?,Comment trouver le modèle qui balance le mieux efficacité et rapidité d'exécution ?,Dans quelle mesure le rapport qualité-prix est-il optimal pour les modèles de traitement de l'information ?
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,noushermes_rag,2,2,42.972,27.625,58.32,3.49,1.0,16.0,Quel est le modèle qui offre un meilleur équilibre entre précision et rapidité d'inférence ?,Sur quelle base se fonde la recherche de celui qui identifie le meilleur compromis entre précision et vitesse d'inférence ?,"Ainsi, quel est le modèle qui permettrait un meilleur compromis entre précision et temps de traitement ?"
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,granite3.3,2,2,50.54,30.663,70.417,3.0,1.0,12.66,Quel modèle fournit le meilleur équilibre entre précision et rapidité de traitement ?,Quel système assure le meilleur rapport précision/vitesse d'exécution ?,Quel prototype garantit le meilleur compromis entre exactitude et rapidité d'inférence ?
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,gemma3,2,2,20.17,10.378,29.962,5.79,1.0,11.0,Quel modèle présente le meilleur équilibre entre précision et vitesse d'inférence ?,Quel modèle offre le meilleur ratio précision/vitesse d'inférence ?,Quel modèle optimise la précision et la vitesse d'inférence ?
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,deepseek-r1,2,2,49.109,35.717,62.501,3.41,1.0,11.33,Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,Lequel modèle offre le meilleur compromis précision / vitesse d'inférence ?,Lequel modèle offre le meilleur compromis précision / vitesse d'inférence ? ...
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,mistral,2,2,51.605,37.816,65.393,2.52,1.0,16.5,Quel modèle de machine learning offre un bon équilibre entre précision et rapidité d'inference ?,"En termes de machine learning, quel modèle propose un bon compromis entre précision et vitesse d'inférence ?","Dans le domaine du machine learning, quelle solution offre un bon équilibre entre précision et rapidité d'inference ?"
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,phi3:mini,2,2,33.283,26.175,40.391,4.64,1.0,18.5,Quelle pourrait être la raison du stacking ne dépassant pas les performances du vote social lors des comparaisons ?,Est-ce que le stacking a été efficace par rapport au vote social dans l'amélioration de résultats ?,Pourquoi n'a-t-on observé aucune amélioration significative avec le stacking face au vote social ?
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,qwen2:1.5b-instruct,2,2,8.223,4.818,11.629,11.04,1.0,11.5,Quel est le problème avec le stacking qui empêche de surpasser le soft voting ?,Comment le stacking et le soft voting sont-ils différents?,Pourquoi le stacking n'a pas réussi à surpasser le soft voting ?
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,gemma2:2b,2,2,19.995,17.883,22.108,5.62,1.0,17.33,Quels sont les facteurs qui expliquent que le stacking n'a pas réussi à dépasser le soft voting en termes de performance?,"Pourquoi le stacking est-il moins efficace que le soft voting, malgré ses avantages potentiels?","Comment expliquer la stagnation du stacking face au soft voting, malgré son adoption croissante?"
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,stablelm2:1.6b,2,2,14.337,10.725,17.948,11.34,1.0,11.0,Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,Pourquoi le stacking n'a-t-il pas surpassé le soft voting ? ...,Pourquoi le stacking n'a-t-il pas surpassé le soft voting ? ... ?
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,10.92,3.05,18.79,11.52,1.0,11.0,Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,Pourquoi le stacking n'a-t-il pas surpassé le soft voting ? ...,Pourquoi le stacking n'a-t-il pas surpassé le soft voting ? ... ?
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,phi3,2,2,34.729,26.627,42.831,4.56,1.0,21.0,Quelle pourrait être la raison de l'échec du stacking par rapport au vote basé sur les probabilités dans un contexte d'apprentissage automatique?,"Pourquoi, malgré son approche sophistiquée, le stacking n'a-t-il pas dépassé la simple méthode de vote majoritaire en termes de performance ?",Quelles sont les raisons possibles pour lesquelles un ensemble de modèles combinés par stacking ne surpasse pas une appro
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,tinydolphin,2,2,10.393,7.59,13.197,15.69,1.0,16.5,Le stacking est un concept informatique qui permet d'optimiser l'utilisation des ressources pour optimiser les performances dans une application.,"Les votes soft sont un mode de vote où les votants peuvent choisir à leur gré entre plusieurs options, et n'importe un seul vote ne peut pas être plus important que le vote collectif d'un groupe d'utilisateurs.",Le stacking est un concept informatique qui permet d'optimiser l
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,tinyllama,2,2,9.051,5.079,13.024,15.83,1.0,11.0,Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,Pourquoi le stacking n'a-t-il pas surpassé le soft voting ? ...,Pourquoi le stacking n'a-t-il pas surpassé le soft voting ? ... ?
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,qwen2.5:3b-instruct-q4_K_M,2,2,17.799,9.841,25.757,6.98,1.0,14.5,Pourquoi le stacking ne remporte-t-il jamais les compétitions de classification en apprentissage automatique comme celui-ci ?,Quelles sont les limites du stacking par rapport au soft voting dans des cas particuliers ?,"Dans quelles circonstances, le stacking est-il inférieur à l'approche du soft voting ?"
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,noushermes_rag,2,2,49.638,35.732,63.544,3.4,0.951,52.66,"Le stacking est une méthode de prise de décision où les participants ont plusieurs votes chacun, plutôt que d'avoir un vote unique à prendre en compte. Cependant, il ne l'a pas surpassé car le soft voting est également une méthode de prise de décision qui permet aux participants de donner leurs opinions et de les partager avec le groupe.",Le stacking n'a pas surpassé le soft voting parce que ces deux méthodes ont des objectifs différents,Le stacking n'a pas surpassé le soft voting parce que ces deux méthodes ont des objectifs différents ?
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,granite3.3,2,2,60.188,33.208,87.168,2.91,1.0,18.33,Pourquoi le stacking n'est-il pas devenu plus performant que le soft voting dans les systèmes de vote par classification ?,Quels facteurs ont empêché l'approche de stacking d'éclipser le mécanisme de soft voting en matière de prédiction collective ?,Quelles raisons expliquent-elles que la technique de stacking n'ait pas pris le dessus sur le processus de soft voting dans les ensembles
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,gemma3,2,2,21.155,12.854,29.457,5.62,1.0,13.16,Pourquoi le stacking n'a-t-il échoué à surpasser le soft voting ?,Quelles sont les raisons pour lesquelles le stacking n'a pas dépassé le soft voting ?,Pourquoi le stacking est-il moins performant que le soft voting ?
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,deepseek-r1,2,2,49.898,37.281,62.516,3.29,1.0,11.0,Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,Pourquoi le stacking n'a-t-il pas surpassé le soft voting ? ...,Pourquoi le stacking n'a-t-il pas surpassé le soft voting ? ... ?
Pourquoi le stacking n'a-t-il pas surpassé le soft voting ?,mistral,2,2,45.929,30.502,61.357,2.46,1.0,11.5,Pourquoi le stacking n'a-tôt pas dépassé le vote souple ?,Quelle est la raison pour laquelle le stacking n'a pas dépassé le vote souple ?,Pourquoi le stacking n'a pas atteint de surpasser le vote souple ?
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,phi3:mini,2,2,35.916,28.081,43.752,4.41,1.0,24.5,"Les cartes de saillance, quels sont leurs avantages pour la compréhension du traitement automatique du langage naturel (TALN) ?",Comment les cartes de saillance améliorent-elles l'interprétabilité des modèles d'apprentissage profond dans le domaine du TALN ?,Les cartes de saillance fournissent-elles une aide précieuse à la visualisation et interprétation des prédictions faites
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,qwen2:1.5b-instruct,2,2,10.43,6.926,13.934,10.57,1.0,12.0,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ? ...,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ? ... ?
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,gemma2:2b,2,2,18.608,13.234,23.982,6.12,1.0,16.84,Quels sont les avantages des cartes de saillance pour l'interprétation des modèles d'apprentissage automatique ?,Comment les cartes de saillance contribuent-elles à la compréhension et l'analyse des modèles d'IA ?,Comment les cartes de saillance permettent-elles de mieux visualiser et d'interpréter les résultats des modèles d'apprentissage automatique ?
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,stablelm2:1.6b,2,2,14.716,10.955,18.477,11.14,1.0,13.0,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ? ...,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ? ... ?
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,7.536,3.482,11.589,,1.0,12.0,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ? ...,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ? ... ?
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,phi3,2,2,37.568,29.971,45.165,4.3,1.0,25.0,"Les cartes de saillance jouent un rôle clé dans la compréhension visuelle par les modèles, fournissant une orientation précise pour identifier et prioriser les zones d’intérêt. Comment cela a-t-il influencé l'interprétation des résultats ?","Les cartes de saillance contribuent à la segmentation efficace des images en mettant en évidence les points focaux, ce qui facilite l extrême précision pour le modèle. Comment cette technique a-t","Les cartes de saillance contribuent à la segmentation efficace des images en mettant en évidence les points focaux, ce qui facilite l extrême précision pour le modèle. Comment cette technique a-t ?"
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,tinydolphin,2,2,10.516,7.696,13.336,15.77,1.0,17.5,"Les cartes de saillance ont aidé à comprendre le contexte des données, leur structure et leur éventuelles relations.","Les cartes de saillance ont facilité la visualisation des données, leur permettant d'identifier les points clés ou les éléments clés qui constituent l'intérêt pour l'utilisateur.","Les cartes de saillance ont facilité la visualisation des données, leur permettant d'identifier les points clés ou les éléments clés qui constituent l'intérêt pour l'utilisateur. ?"
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,tinyllama,2,2,9.513,5.762,13.264,15.7,1.0,11.84,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ? ...,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ? ... ?
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,qwen2.5:3b-instruct-q4_K_M,2,2,18.127,10.866,25.389,7.16,1.0,13.0,Quelle a été la contribution des cartes de saillance à l'interprétation des modèles ?,Comment les cartes de saillance ont-ils facilité l'analyse des modèles ?,Dans quelle mesure les cartes de saillance ont-elles influencé l'interprétation des modèles ?
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,noushermes_rag,2,2,49.862,35.744,63.98,3.4,1.0,24.5,"Les cartes de saillance ont permis d'identifier et de localiser les zones clés des modèles, facilitant ainsi leur interprétation.","Grâce aux cartes de saillance, on a pu mieux comprendre l'organisation et la répartition des éléments de ces modèles.","Les cartes de saillance ont contribué à donner une dimension spatiale aux modèles, améliorant ainsi leur compréhension."
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,granite3.3,2,2,53.462,31.333,75.592,2.92,1.0,13.16,Quelle a été la contribution des cartes de saillance à l'analyse des motifs ?,Comment les cartes de saillance ont-elles facilité la compréhension des schémas ?,Dans quelle mesure les cartes de saillance ont-elles amélioré l'interprétation des structures sous-jacentes ?
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,gemma3,2,2,20.892,11.907,29.877,5.58,1.0,11.33,Comment les cartes de saillance ont-elles contribué à l'interprétation des modèles ?,Quel rôle les cartes de saillance jouent-elles dans l'interprétation des modèles ?,Comment les cartes de saillance facilitent-elles l'interprétation des modèles ?
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,deepseek-r1,2,2,50.257,36.548,63.965,3.33,1.0,12.0,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ? ...,Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ? ... ?
Comment les cartes de saillance ont-elles aidé l'interprétation des modèles ?,mistral,2,2,51.532,35.487,67.578,2.42,1.0,13.66,Quel est le rôle que les cartes de saillance ont joué dans la compréhension des modèles ?,En quoi les cartes de saillance ont-elles contribué à la compréhension des modèles ?,Comment ont les cartes de saillance influencé l'interprétation des modèles ?
Quelles limites du dataset ont impacté la généralisation ?,phi3:mini,2,2,30.49,24.418,36.562,4.53,1.0,20.0,Comment les contraintes du dataset ont-elles affecté l'application de résultats à des cas plus larges ?,De quelle manière le cadre et les restrictions du jeu de données ont-ils influencé leur pertinence extérieure au contexte étudié ?,Quels aspects spécifiques liés aux limites du dataset ont eu un impact sur l'extension universelle des conclusions tirées ?
Quelles limites du dataset ont impacté la généralisation ?,qwen2:1.5b-instruct,2,2,11.643,8.675,14.611,10.71,1.0,16.33,Quels sont les facteurs qui ont influencé l'admission de limites de données pour la généralisation ?,Quel est le rôle des limites de données dans l'apprentissage automatique et comment elles affectent la généralisation ?,Quelles limites du dataset ont modifié notre compréhension de la généralisation en machine learning ?
Quelles limites du dataset ont impacté la généralisation ?,gemma2:2b,2,2,20.44,14.482,26.398,6.16,1.0,19.84,Comment les limitations du dataset affectent-elles la capacité de l'algorithme à être appliqué à d'autres données?,"Quels types de biais ou de restrictions ont été introduits dans le dataset, et comment cela a-t-il impacté la généralisation des résultats ?",Quelles sont les caractéristiques spécifiques du dataset qui limitent sa capacité à extraire des informations générales et à être appliquées à d'autres situations?
Quelles limites du dataset ont impacté la généralisation ?,stablelm2:1.6b,2,2,14.524,11.049,17.999,11.11,1.0,13.34,Quelles sont les limites du dataset qui ont affecté la portée des résultats ?,Comment l'âge ou le niveau d'études du personnel étudié dans le dataset influencent les résultats ?,Quel est le impact des choix
Quelles limites du dataset ont impacté la généralisation ?,aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,11.738,10.747,12.728,11.4,1.0,9.33,Quelles limites du dataset ont impacté la généralisation ?,Lequelles limites du dataset ont impacté la généralisation ?,Lequelles limites du dataset ont impacté la généralisation ? ...
Quelles limites du dataset ont impacté la généralisation ?,phi3,2,2,30.156,26.841,33.471,4.55,1.0,18.5,Comment les contraintes du dataset ont-elles influencé sa capacité à s'adapter à de nouvelles situations?,De quelle manière le cadre et les restrictions d'un ensemble de données affectent-ils leur applicabilité universelle?,Quels facteurs liés aux limites du dataset peuvent entraver la généralisation des résultats obtenus ?
Quelles limites du dataset ont impacté la généralisation ?,tinydolphin,2,2,9.242,4.807,13.678,14.54,1.0,8.5,"Quelles limites du dataset ont impacté la Generalization?"" - Réponds uniquement au format :",Quelles limites du dataset,Quelles limites du dataset ?
Quelles limites du dataset ont impacté la généralisation ?,tinyllama,2,2,8.713,4.569,12.856,15.51,1.0,11.33,Les limites du dataset ont-elles impacté la généralisation ?,"Si ""oui"", expliquez comment ces limites ont-elles été utilisées et ce qu'elles ont permis de faire pour améliorer ou déceler les erreurs dans les données.","Si ""non"", expliquez pourquoi les lim"
Quelles limites du dataset ont impacté la généralisation ?,qwen2.5:3b-instruct-q4_K_M,2,2,17.289,10.353,24.225,6.99,1.0,14.0,Quels facteurs limitant le jeu de données ont affecté sa généralisation ?,Comment les contraintes du corpus d'entraînement ont-ils influencé son transfert vers des scénarios nouveaux ?,Quelles restrictions dans la taille ou la diversité du dataset ont impacté sa capacité à généraliser ?
Quelles limites du dataset ont impacté la généralisation ?,noushermes_rag,2,2,41.336,24.377,58.295,3.41,1.0,15.84,Les limites du dataset ont influencé la généralisation en raison de son manque de diversité et de sa taille relativement restreinte.,"La généralisation a été affectée par les contraintes du dataset, notamment sa faible représentativité et son échelle réduite.",Les limites du dataset ont empêché la généralisation en raison de l'insuffisance de variété et de sa taille relativement petite.
Quelles limites du dataset ont impacté la généralisation ?,granite3.3,2,2,49.593,27.143,72.042,2.94,1.0,15.5,Quels aspects du jeu de données ont entravé la capacité d'adaptation du modèle ?,Quelles contraintes du dataset ont affecté la performance globale en termes de généralisation ?,Quelles restrictions du jeu de données ont influencé négativement la capacité du modèle à s'adapter à des instances non vues ?
Quelles limites du dataset ont impacté la généralisation ?,gemma3,2,2,18.885,10.242,27.527,5.63,1.0,10.66,Comment le dataset a-t-il affecté la généralisation ?,Quel impact les limites du dataset ont-elles eu sur la généralisation ?,Quel est l'influence des contraintes du dataset sur la généralisation ?
Quelles limites du dataset ont impacté la généralisation ?,deepseek-r1,2,2,49.584,36.663,62.506,3.31,1.0,9.33,Quelles limites du dataset ont impacté la généralisation ?,Lequelles limites du dataset ont impacté la généralisation ?,Lequelles limites du dataset ont impacté la généralisation ? ...
Quelles limites du dataset ont impacté la généralisation ?,mistral,2,2,46.91,36.613,57.206,2.47,1.0,13.66,Quels sont les facteurs qui ont influencé la capacité de généralisation du jeu de données ?,Comment les bornes du dataset ont-elles affecté la capacité de généralisation ?,Combien les limites du dataset ont-elles influencé la capacité de généralisation ?
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,phi3:mini,2,2,30.468,21.973,38.964,4.54,1.0,17.33,Les résultats concernant l'intégration de la classe Cassava dans le modèle définitif ont-ils été concluants et pourquoi?,Comment les conclusions sur l'inclusion de la classe Cassava se sont-elles avérées dans le cadre du modèle final?,Quelle a été la contribution ou impact de l'intégration de la classe Cassava au résultat global du modèle finalisé ?
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,qwen2:1.5b-instruct,2,2,10.951,8.407,13.496,10.66,1.0,16.16,Quels sont les résultats sur l'adoption de la classe Cassava dans le modèle final ?,Comment l'inclusion de la classe Cassava a-t-elle affecté le modèle final ?,Quelles conclusions peuvent être tirées sur l'inclusion de la classe Cassava dans le modèle final ?
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,gemma2:2b,2,2,17.752,12.972,22.532,6.08,1.0,15.83,Comment s'exprime la conclusion concernant l'intégration de la classe Cassava dans le modèle final ?,Quelles sont les conclusions relatives à l'inclusion de la classe Cassava au sein du modèle final ?,Quelle est la portée des conclusions sur l'inclusion de la classe Cassava dans le modèle final ?
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,stablelm2:1.6b,2,2,14.793,10.924,18.661,11.04,1.0,15.33,Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,Lequelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,Lequelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ? ...
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,14.07,4.965,23.175,11.09,1.0,15.33,Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,Lequelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,Lequelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ? ...
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,phi3,2,2,28.542,21.645,35.439,4.6,1.0,16.5,Les résultats concernant l'ajout de la classe Cassava à notre modèle ont-ils été concluants ?,Comment s'est avérée l'intégration du genre Cassava dans le système fini d'analyse ?,Quels sont les retours obtenus après avoir inclus la variété de plante appelée Cassava dans notre modèle finalisé ?
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,tinydolphin,2,2,4.952,2.241,7.663,16.39,1.0,15.33,Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,Lequelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,Lequelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ? ...
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,tinyllama,2,2,10.3,7.531,13.069,15.95,0.974,14.66,La classe Cassava,La classe Cassava ?,La classe Cassava ? ...
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,qwen2.5:3b-instruct-q4_K_M,2,2,17.403,10.623,24.183,7.25,1.0,15.5,Que peuvent-on déduire concernant l'admission de la classe Cassava dans le modèle final ?,Quels sont les résultats possibles suite à l'intégration de la classe Cassava dans le modèle final ?,Quelles sont les implications si la classe Cassava est incluse dans le modèle final ?
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,noushermes_rag,2,2,42.416,35.77,49.061,3.38,1.0,14.16,La classe Cassava a été incluse ou non incluse dans le modèle final ?,Les arguments pour et contre l'inclusion de la classe Cassava ont-ils été discutés ?,Quel est le résultat de cette discussion sur l'inclusion de la classe Cassava ?
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,granite3.3,2,2,56.852,33.687,80.017,2.92,1.0,15.33,Quels sont les résultats concernant l'intégration de la catégorie Cassava dans le modèle définitif ?,Quelles en sont les implications sur l'ajout de la classe Cassava au modèle finalisé ?,Quels sont les constatations relatives à l'incorporation de la variété Cassava dans le cadre conclu ?
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,gemma3,2,2,20.099,10.464,29.733,5.46,1.0,12.33,Comment la classe Cassava est-elle intégrée au modèle final ?,Quel est l'impact de l'inclusion de la classe Cassava sur le modèle final ?,Quelle est la position de la classe Cassava dans le modèle final ?
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,deepseek-r1,2,2,49.692,36.367,63.018,3.33,1.0,9.16,Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,Lequelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,Lequelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ? ...
Quelles sont les conclusions sur l'inclusion de la classe Cassava dans le modèle final ?,mistral,2,2,49.669,36.962,62.375,2.44,1.0,15.34,Quels sont les résultats concernant l'ajout de la classe Cassava dans le modèle définitif ?,Quels sont les résultats finaux sur l'intégration de la classe Cassava dans notre modèle ?,Quel est le verdict final sur l'ajout de la classe Cassava au modèle ?
Quelle a été la performance sur les sous-classes Cassava ?,phi3:mini,2,2,28.152,20.902,35.401,4.51,1.0,14.5,Comment s'est passée l'exécution des tests de classe pour le cassava?,Peux-tu me donner un résumé détaillé du test effectué avec les variétés de patate douce 'Cassava' ?,Quelles étaient les données concernant la croissance et la santé des sous-classes de patates douces dans les essais?
Quelle a été la performance sur les sous-classes Cassava ?,qwen2:1.5b-instruct,2,2,10.467,5.308,15.626,10.76,1.0,11.33,Quel est le rendement des variétés de Cassava dans le domaine des sous-classes ?,Comment se sont comportées les variétés de Cassava dans les sous-classes spécifiques ?,Quelle est la productivité des variétés de Cassava en termes de sous-classes ?
Quelle a été la performance sur les sous-classes Cassava ?,gemma2:2b,2,2,13.357,8.857,17.857,6.24,1.0,10.5,Quelles sont les performances des variétés de cassava?,Comment se sont comportées les performances des sous-classes de cassava ?,Quel était le niveau de rendement des sous-classes de cassava ?
Quelle a été la performance sur les sous-classes Cassava ?,stablelm2:1.6b,2,2,15.767,10.944,20.589,11.16,1.0,7.5,Performance sur les sous-classes : bon niveau.,Performance sur les,Performance sur les ?
Quelle a été la performance sur les sous-classes Cassava ?,aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,15.265,10.698,19.832,11.3,1.0,10.33,Quelle a été la performance sur les sous-classes Cassava ?,Lequelle a été la performance sur les sous-classes Cassava ?,Lequelle a été la performance sur les sous-classes Cassava ? ...
Quelle a été la performance sur les sous-classes Cassava ?,phi3,2,2,30.002,19.946,40.059,4.5,1.0,14.5,Comment s'est avérée la croissance des variétés de riz pour l'amélioration du rendement?,Pourriez-vous décrire le succès dans la culture et la sélection génétique des espèces d’arbres à tubercules en Afrique subsaharienne?,Quelles sont les avancées notables dans l'élevage sélectif de plantes pourrait-on observer au sein du genre Manihot (Cassava)?
Quelle a été la performance sur les sous-classes Cassava ?,tinydolphin,2,2,4.457,2.432,6.482,16.16,1.0,10.33,Quelle a été la performance sur les sous-classes Cassava ?,Lequelle a été la performance sur les sous-classes Cassava ?,Lequelle a été la performance sur les sous-classes Cassava ? ...
Quelle a été la performance sur les sous-classes Cassava ?,tinyllama,2,2,9.204,7.046,11.363,15.78,1.0,12.66,Quelle a été la performance sur les sous-classes Cassava ?,Lequelle a été la performance sur les sous-classes Cassava ?,Lequelle a été la performance sur les sous-classes Cassava ? ...
Quelle a été la performance sur les sous-classes Cassava ?,qwen2.5:3b-instruct-q4_K_M,2,2,14.061,7.35,20.772,7.16,1.0,9.34,Comment ont évolué les performances des sous-classes Cassava ?,Que signifie la performance des sous-classes Cassava ?,Quelles étaient les résultats obtenus avec les sous-classes Cassava ?
Quelle a été la performance sur les sous-classes Cassava ?,noushermes_rag,2,2,40.104,21.76,58.448,3.21,1.0,13.84,Données sur les performances des sous-classes Cassava : La performance de ces dernières n'est pas disponible.,Performance des sous-classes Cassava : Aucune information spécifique sur leur performance n'a été fournie.,Indicateurs de performance pour les sous-classes Cassava : Il n'y a pas de données ou de statistiques disponibles sur cette question.
Quelle a été la performance sur les sous-classes Cassava ?,granite3.3,2,2,45.355,25.443,65.268,2.91,1.0,11.16,Comment s'est comportée la Cassava dans les catégories spécifiques ?,Quels ont été les résultats obtenus pour les groupes de Cassava ?,Quelle efficacité a montré la Cassava au sein des sous-ensembles ?
Quelle a été la performance sur les sous-classes Cassava ?,gemma3,2,2,17.741,8.275,27.207,5.67,1.0,9.0,Quelle a été la performance des sous-classes Cassava ?,Comment se sont situées les performances des sous-classes Cassava ?,Quel est le résultat obtenu par les sous-classes Cassava ?
Quelle a été la performance sur les sous-classes Cassava ?,deepseek-r1,2,2,49.919,36.472,63.366,3.33,1.0,10.33,Quelle a été la performance sur les sous-classes Cassava ?,Lequelle a été la performance sur les sous-classes Cassava ?,Lequelle a été la performance sur les sous-classes Cassava ? ...
Quelle a été la performance sur les sous-classes Cassava ?,mistral,2,2,38.409,23.619,53.198,2.47,1.0,9.66,Quels sont les résultats obtenus sur les variétés de cassave ?,Comment les sous-classes de cassava se sont-elles comportées ?,Combien ont produit les variétés de cassava dans les sous-classes ?
Quelles méthodes ont amélioré (ou dégradé) le F1-score sur Cassava ?,phi3:mini,2,2,35.361,27.035,43.688,4.49,1.0,19.5,Comment les différentes approches d'apprentissage automatique affectent-elles la précision et l'exactitude du diagnostic de maladies chez la cassave en Afrique subsaharienne?,"Quels sont les impacts des techniques modernes sur le calcul rapide et précis des résultats pour la santé des plantes d'Africa subsaharienne, spécifiquement la cassave ?",En quoi l'utilisation de modèles prédictifs a-tin influen
